
[28.11.2020 01:00:56]: Oliver (CAU3) [cau3]: Canada, British Columbia
[28.11.2020 01:00:56]: Vanderhoof (CAU4) [cau4]: Canada, British Columbia
[28.11.2020 01:00:56]: Mcbride Charlie Leake Field (CAV4) [cav4]: Canada, British Columbia
[28.11.2020 01:00:56]: Likely Aerodrome (CAX5) [cax5]: Canada, British Columbia
[28.11.2020 01:00:56]: Osoyoos (CBB9) [cbb9]: Canada, British Columbia
[28.11.2020 01:00:56]: Woodcock (CBQ8) [cbq8]: Canada, British Columbia
[28.11.2020 01:00:56]: Kitimat Airpark (CBW2) [cbw2]: Canada, British Columbia
[28.11.2020 01:00:56]: Revninge Flyveplads (EKOF) [cc-airfield -revninge]: Denmark, 
[28.11.2020 01:00:56]: Bogense Flyveplads (EKBO) [cc-airport-ekbo]: Denmark, 
[28.11.2020 01:00:56]: Jasper-Hinton (CEC4) [cec4]: Canada, Alberta
[28.11.2020 01:00:56]: Drumheller (CEG4) [ceg4]: Canada, Alberta
[28.11.2020 01:00:56]: NOT FOUND: champlain. Stopped at: champlain
[28.11.2020 01:00:56]: Alderney (EGJA) [channel islands airport-egja-alderney-superspud]: , 
[28.11.2020 01:00:56]: Guernsey (EGJB) [channel islands airport-egjb-guernsey-superspud]: United Kingdom, Guernsey
[28.11.2020 01:00:56]: Jersey (EGJJ) [channel islands airport-egjj-jersey-superspud]: , 
[28.11.2020 01:00:56]: Brecqhou (ZEGBQ) [channel islands airport-zegbj-brecqhou-superspud]: , 
[28.11.2020 01:00:56]: NOT FOUND: channel islands scenery-guernsey-alderney-superspud. Stopped at: superspud
[28.11.2020 01:00:56]: NOT FOUND: channel islands scenery-jersey-superspud. Stopped at: superspud
[28.11.2020 01:00:56]: SKIPPED checklist-c152-fc-1.3
[28.11.2020 01:00:56]: NOT FOUND: chernobyl_npp_0235. Stopped at: 0235
[28.11.2020 01:00:56]: NOT FOUND: chlagern. Stopped at: chlagern
[28.11.2020 01:00:56]: Kägiswil (LSPG) [chrispriv-lspg01]: Switzerland, Obwalden
[28.11.2020 01:00:56]: Chrudim (LKCR) [chrudim-lkcr1]: Czech Republic, 
[28.11.2020 01:00:56]: Cholila Lodge (CHO) [chukakis-cholila]: , 
[28.11.2020 01:00:56]: Loberia (LBI) [chukakis-loberia]: , 
[28.11.2020 01:00:56]: Loberia (SALM) [chukakis-loberia]: , 
[28.11.2020 01:00:56]: Johannesberg (EDEN) [cjscenery-scenery-eden-bad-hersfeld-rotenburg]: Germany, Hessen
[28.11.2020 01:00:56]: NOT FOUND: belvedere. Stopped at: belvedere
[28.11.2020 01:00:56]: NOT FOUND: bisericasfpetru. Stopped at: bisericasfpetru
[28.11.2020 01:00:56]: NOT FOUND: brd. Stopped at: brd
[28.11.2020 01:00:56]: NOT FOUND: catedralametropolitana. Stopped at: catedralametropolitana
[28.11.2020 01:00:56]: NOT FOUND: catedralasfmihail. Stopped at: catedralasfmihail
[28.11.2020 01:00:56]: NOT FOUND: iuliusmall. Stopped at: iuliusmall
[28.11.2020 01:00:56]: NOT FOUND: operaromana. Stopped at: operaromana
[28.11.2020 01:00:56]: NOT FOUND: registrulcomertului. Stopped at: registrulcomertului
[28.11.2020 01:00:56]: NOT FOUND: stadionulcentral. Stopped at: stadionulcentral
[28.11.2020 01:00:56]: NOT FOUND: stadionulcfr. Stopped at: stadionulcfr
[28.11.2020 01:00:56]: Arlamow (EP62) [cmdesign-epar]: Poland, 
[28.11.2020 01:00:56]: Ignacy Paderewski Airport (EPBY) [cmdesign-epby]: Poland, 
[28.11.2020 01:00:56]: Aeroklub Elblaski (EPEL) [cmdesign-epel]: Poland, 
[28.11.2020 01:00:56]: Lecha Walesy (EPGD) [cmdesign-epgd]: Poland, 
[28.11.2020 01:00:56]: Trynek (EPGL) [cmdesign-epgl]: Poland, 
[28.11.2020 01:00:56]: Balice (EPKK) [cmdesign-epkk]: Poland, 
[28.11.2020 01:00:56]: Muchowiec (EPKM) [cmdesign-epkm]: Poland, 
[28.11.2020 01:00:56]: Pyrzowice (EPKT) [cmdesign-epkt]: Poland, 
[28.11.2020 01:00:56]: Lublin (EPLB) [cmdesign-eplb]: Poland, 
[28.11.2020 01:00:56]: Lublinek (EPLL) [cmdesign-epll]: Poland, 
[28.11.2020 01:00:56]: Lubin (EPLU) [cmdesign-eplu]: Poland, 
[28.11.2020 01:00:56]: Modlin (EPMO) [cmdesign-epmo]: Poland, 
[28.11.2020 01:00:56]: Lawica (EPPO) [cmdesign-eppo]: Poland, 
[28.11.2020 01:00:56]: Aeroklub Rzeszowski (EPRJ) [cmdesign-eprz]: Poland, 
[28.11.2020 01:00:56]: Jasionka (EPRZ) [cmdesign-eprz]: Poland, 
[28.11.2020 01:00:56]: Goleniow (EPSC) [cmdesign-epsc]: Poland, 
[28.11.2020 01:00:56]: Lotnisko Aeroklubu Pomorskiego (EPTO) [cmdesign-epto]: Poland, 
[28.11.2020 01:00:56]: Strachowice (EPWR) [cmdesign-epwr]: Poland, 
[28.11.2020 01:00:56]: Babimost (EPZG) [cmdesign-epzg]: Poland, 
[28.11.2020 01:00:56]: Crested Butte Airpark (0CO2) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Omega 1 Airport (12CO) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Williams Ranch (1CO2) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Dodsworth (1CO7) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Crystal Lakes Airport (25CO) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Redlands Airport (44CO) [ColoradoRanchersClubScenery-v1.4.0]: , Colorado
[28.11.2020 01:00:56]: Meyer Ranch (5CO6) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Mesa 1 Airport (81CO) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Lake Creek Soaringport (92CO) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Chapman Field (CD10) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Aspen Gliderport  (CO03) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Gypsum Creek Ranch (CO47) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Hubbard (9CO3) [ColoradoRanchersClubScenery-v1.4.0]: United States, Colorado
[28.11.2020 01:00:56]: Glenwood Springs Municipal Airport (KGWS) [ColoradoRanchersClubScenery-v1.4.0]: Usa, Colorado
[28.11.2020 01:00:56]: Aita De Congonhas (SBSP) [congonhas-sbsp]: Brazil, Sao Paulo
[28.11.2020 01:00:56]: Copan Ruinas (MHRU) [copanr1]: Honduras, Copan
[28.11.2020 01:00:56]: Lampedusa (LICD) [correzione LICD]: , 
[28.11.2020 01:00:56]: Cortina D'Ampezzo Airport (LIPT) [cortinaairport]: Italy, Veneto
[28.11.2020 01:00:56]: NOT FOUND: cptcentechtowers. Stopped at: cptcentechtowers
[28.11.2020 01:00:56]: Creston Aerodrome (CAJ3) [creston]: Canada, British Columbia
[28.11.2020 01:00:56]: Atoka Municipal Airport (KAQR) [crosspoint-airport-kaqr-atoka-municipal]: United States, Oklahoma
[28.11.2020 01:00:56]: Atoka Municipal Airport (KAQR) [crosspoint-kaqr-aerials]: United States, Oklahoma
[28.11.2020 01:00:56]: NOT FOUND: ctstadium. Stopped at: ctstadium
[28.11.2020 01:00:56]: Porto Heli (LGHL) [cya-airport-lghl-portocheli]: Greece, Peloponissos
[28.11.2020 01:00:56]: La Grande-4 Airport (CYAH) [cyah]: Canada, Quebec
[28.11.2020 01:00:56]: Yba (CYBA) [CYBA Banff Airport and Area]: Canada, Alberta
[28.11.2020 01:00:56]: Yba (CYBA) [CYBA Banff Animals set]: Canada, Alberta
[28.11.2020 01:00:56]: Fairmont Hot Springs (CYCZ) [cycz]: Canada, British Columbia
[28.11.2020 01:00:56]: Dawson City (CYDA) [cyda]: Canada, Yukon
[28.11.2020 01:00:56]: Dawson Creek (CYDQ) [cydq]: Canada, British Columbia
[28.11.2020 01:00:56]: Estevan Regional (CYEN) [cyen]: Canada, Saskatchewan
[28.11.2020 01:00:56]: Fvrd Regional Airpark (CYHE) [cyhe]: Canada, British Columbia
[28.11.2020 01:00:56]: Jasper (CYJA) [cyja]: Canada, Alberta
[28.11.2020 01:00:56]: Fort St. James Perison Airport (CYJM) [cyjm]: Canada, British Columbia
[28.11.2020 01:00:56]: Kamloops (CYKA) [cyka]: Canada, British Columbia
[28.11.2020 01:00:56]: Prince Rupert (CYPR) [cypr]: Canada, British Columbia
[28.11.2020 01:00:56]: Burns Lake (CYPZ) [cypz]: Canada, British Columbia
[28.11.2020 01:00:56]: Yorkton Municipal (CYQV) [cyqv]: Canada, Saskatchewan
[28.11.2020 01:00:56]: NOT FOUND: cysgad. Stopped at: cysgad
[28.11.2020 01:00:56]: Pierre-Elliot-Trudeau (CYUL) [cyul-montreal-quebec]: Canada, Quebec
[28.11.2020 01:00:56]: Williams Lake (CYWL) [cywl]: Canada, British Columbia
[28.11.2020 01:00:56]: Cranbrook Canadian Rockies Intl (CYXC) [cyxc]: Canada, British Columbia
[28.11.2020 01:00:56]: Saskatoon/Diefenbaker Intl (CYXE) [cyxe]: , Saskatchewan
[28.11.2020 01:00:56]: Fort St. John (CYXJ) [cyxj]: Canada, British Columbia
[28.11.2020 01:00:56]: Prince George (CYXS) [cyxs]: Canada, British Columbia
[28.11.2020 01:00:56]: Terrace (CYXT) [cyxt]: Canada, British Columbia
[28.11.2020 01:00:56]: Smithers (CYYD) [cyyd]: Canada, British Columbia
[28.11.2020 01:00:56]: Sandspit (CYZP) [cyzp]: Canada, Haida Gwaii
[28.11.2020 01:00:56]: Port Hardy (CYZT) [cyzt]: Canada, British Columbia
[28.11.2020 01:00:56]: Pincher Creek (CZPC) [czpc]: Canada, Alberta
[28.11.2020 01:00:56]: Breclav (LKBA) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Benesov (LKBE) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Bohunovice (LKBO) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Bubovice (LKBU) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Chomutov (LKCH) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Chrudim (LKCR) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Detrichov Oaza (LKCN) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Hranice (LKHN) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Holesov (LKHO) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Jindrichuv Hradec (LKJH) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Krizanov (LKKA) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Kromeriz (LKKM) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Krnov (LKKR) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Mikulovice (LKMI) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Moravska Trebova (LKMK) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Nymburk (LKNY) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Olomouc (LKOL) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Sumperk (LKSU) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Vysoke Myto (LKVM) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Vyskov (LKVY) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Jicin (LKJC) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: Policka (LKPA) [CZ_GA Revival 2020]: Czech Republic, 
[28.11.2020 01:00:56]: NOT FOUND: CZ_Landmarks. Stopped at: Landmarks
[28.11.2020 01:00:56]: NOT FOUND: CZ_pamatky. Stopped at: pamatky
[28.11.2020 01:00:56]: NOT FOUND: CZ_Silos_V1. Stopped at: V1
[28.11.2020 01:00:56]: Bournemouth Int (EGHH) [df-airport-eghh-bournemouth]: Uk, 
[28.11.2020 01:00:56]: Lake Hood Airport (PALH) [dgt-airport-lhd-lake-hood]: United States, Alaska
[28.11.2020 01:00:56]: Port Protection Seaplane Base (19P) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Point Baker Seaplane Base (PFKP) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Port Alice Seaplane Base (16K) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Tokeen Seaplane Base (57A) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: El Capitan Lodge Seaplane Base (5C5) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Naukati Bay Seaplane Base (AK62) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Cape Pole Seaplane Base (Z71) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Craig Seaplane Base (CGA) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Waterfall Seaplane Base (POKW) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Steamboat Bay Seaplane Base (WSB) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Meyers Chuck Seaplane Base (84K) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Whale Pass Seaplane Base (96Z) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Thorne Bay Seaplane Base (KTB) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Coffman Cove Seaplane Base (PAKC) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Loring Seaplane Base (13Z) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Yes Bay Lodge Seaplane Base (78K) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Bell Island Hot Springs Seaplane Base (KBE) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Clark Bay Seaplane Base (HYL) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Kasaan Seaplane Base (KXA) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Hydaburg Seaplane Base (PAHY) [dgt-airport-mistyfjords-spbs]: United States, Alaska
[28.11.2020 01:00:56]: Disney World Airport (KDWS) [digitalhorizons-airport-kdws-disneyworld]: United States, Floridia
[28.11.2020 01:00:56]: NOT FOUND: dobratsch. Stopped at: dobratsch
[28.11.2020 01:00:56]: Juphal Airport (VNDP) [dolpa]: Tibet, China
[28.11.2020 01:00:56]: Carthage (DTTA) [dttascenery]: Tunisia, 
[28.11.2020 01:00:56]: Dundee Airport (EGPN) [dundee-airport-v1-0-3]: , 
[28.11.2020 01:00:56]: Lannion (LFRO) [dwp-lfro]: , 
[28.11.2020 01:00:56]: Lannion (LFRO) [dwp-lfro-aerial-imagery]: , 
[28.11.2020 01:00:56]: Midden Zeeland (EHMZ) [eager-airport-ehmz-middenzeeland]: Netherlands, Zeeland
[28.11.2020 01:00:56]: Amougies Airport (EBAM) [EBAM_MSFS2020]: Belgium, 
[28.11.2020 01:00:56]: Arlon-Sterpenich Ulm Eischen (EBAR) [EBAR_MSFS2020]: Belgium, 
[28.11.2020 01:00:56]: Avernas (EBAV) [EBAV_MSFS2020]: Belgium, 
[28.11.2020 01:00:56]: Bullingen (EBBN) [ebbn_MSFS2020]: Belgium, 
[28.11.2020 01:00:56]: Brasschaat (EBBT) [EBBT_MSFS2020]: Belgium, 
[28.11.2020 01:00:56]: Base De Schaffen (EBDT) [EBDT-Schaffen v.2.0 By Brep]: Belgium, 
[28.11.2020 01:00:56]: Grimbergen Lint (EBGB) [EBGB_MSFS2020]: Belgium, 
[28.11.2020 01:00:56]: Overboelare Airfield (EBGG) [EBGG_MSFS2020]: Belgium, 
[28.11.2020 01:00:56]: Hoevenen Airfield (EBHN) [EBHN_MSFS2020]: Belgium, Antwerp
[28.11.2020 01:00:56]: Aerodrome Du Laboru (Theux) (EBTX) [EBTX_MSFS2020]: Belgium, 
[28.11.2020 01:00:56]: Doylestown (KDYL) [eclair4151-airport-kdyl-eclair4151]: , Pennsylvania
[28.11.2020 01:00:56]: Wismar (EDCW) [edcw-models]: Germany, 
[28.11.2020 01:00:56]: NOT FOUND: edisceneryv2-edisceneryv2. Stopped at: edisceneryv2
[28.11.2020 01:00:56]: Segelflugzentrum Koenigsdorf (EDKG) [edkg-koenigsdorf-orthophoto]: Germany, Bavaria
[28.11.2020 01:00:56]: Segelflugzentrum Koenigsdorf (EDKG) [edkg-koenigsdorf-scenery-basic]: Germany, Bavaria
[28.11.2020 01:00:56]: Segelflugzentrum Koenigsdorf (EDKG) [edkg-koenigsdorf-scenery-enhancement]: Germany, Bavaria
[28.11.2020 01:00:56]: Edkp (EDKP) [edkp]: Germany, 
[28.11.2020 01:00:56]: Leutkirch (EDNL) [ednl]: , 
[28.11.2020 01:00:56]: Kulmbach (EDQK) [EDQK]: Germany, Bavaria
[28.11.2020 01:00:56]: Winningen (EDRK) [edrk_patch]: , 
[28.11.2020 01:00:56]: Kassel Airport (EDVK) [EDVK_Airport_Kassel]: Hessen, Germany
[28.11.2020 01:00:56]: Siegen Eisernhardt (EDYK) [edyk_patch]: , 
[28.11.2020 01:00:56]: Vantaa (EFHK) [EFHK_by_Corsten_with_static_airplanes]: , 
[28.11.2020 01:00:56]: Rothera Research Station (EGAR) [EGAR-GrafDresche]: Antarctica, British Antarctic Territory
[28.11.2020 01:00:56]: Barton (EGCB) [egcb-barton]: , 
[28.11.2020 01:00:56]: Caernarfon (EGCK) [egck-caernarfon]: , 
[28.11.2020 01:00:56]: Doncaster Sheffield (EGCN) [egcn_2020]: United Kingdom, 
[28.11.2020 01:00:56]: Gatwick (EGKK) [egkk-nightlights]: , 
[28.11.2020 01:00:56]: Newcastle (EGNT) [egnt]: , 
[28.11.2020 01:00:56]: Elmsett (EGST) [egst-scenery]: , 
[28.11.2020 01:00:56]: Dishforth (EGXD) [egxd-dishforth]: , 
[28.11.2020 01:00:56]: Deelen (EHDL) [ehdl-airport]: , 
[28.11.2020 01:00:56]: De Peel Airbase (EHDP) [ehdp-airport]: , 
[28.11.2020 01:00:56]: Gilze Rijen (EHGR) [ehgr-airport]: Netherlands, 
[28.11.2020 01:00:56]: Hilversum Airfield (EHHV) [ehhv_new]: , 
[28.11.2020 01:00:56]: De Kooy (EHKD) [ehkdpackagetest-airport-ehkd-denhelder]: , 
[28.11.2020 01:00:56]: Vliegbasis Leeuwarden (EHLW) [ehlw-project-aerial]: , 
[28.11.2020 01:00:56]: Vliegbasis Leeuwarden (EHLW) [ehlw-project-airport]: , 
[28.11.2020 01:00:56]: Woensdrecht Airbase (EHWO) [ehwo-airport]: Netherlands, 
[28.11.2020 01:00:56]: Anholt Airport (EKAT) [ekat]: Denmark, 
[28.11.2020 01:00:56]: Bolhede Glider Field (EKBA) [ekbabolhede]: Denmark, 
[28.11.2020 01:00:56]: Esbjerg Airport (EKEB) [ekeb-aerial]: Denmark, 
[28.11.2020 01:00:56]: Esbjerg Airport (EKEB) [ekeb-airport]: Denmark, 
[28.11.2020 01:00:56]: Esbjerg Airport (EKEB) [ekeb-airport]: Denmark, 
[28.11.2020 01:00:56]: Fyns Glider Club (EKFS) [ekfs]: Denmark, 
[28.11.2020 01:00:56]: Klaundborg Flyveplads (EKKL) [ekkl-kalundborg]: Denmark, Denmark
[28.11.2020 01:00:56]: Klaundborg Flyveplads (EKKL) [EKLL-FS2020 V1.1]: Denmark, Denmark
[28.11.2020 01:00:56]: Ekls Laeso (EKLS) [ekls]: Denmark, 
[28.11.2020 01:00:56]: Lolland Falster Airport (EKMB) [ekmb]: Denmark, 
[28.11.2020 01:00:56]: Flyvestation Albatros (EKML) [ekml-Albatros]: Denmark, 
[28.11.2020 01:00:56]: Samsø Airfield (EKSS) [ekss]: Denmark, 
[28.11.2020 01:00:56]: Flyvestation Varlose (EKVL) [EKVL 1.2]: Denmark, 
[28.11.2020 01:00:56]: Varde Flyveplads (EKVR) [ekvrvarde]: Denmark, 
[28.11.2020 01:00:56]: Archerfield (YBAF) [emissair-ybaf]: , Queensland
[28.11.2020 01:00:56]: Bronnoy (ENBN) [enbn]: , 
[28.11.2020 01:00:56]: Endelave Flyveplads (EKEL) [endelave]: Denmark, 
[28.11.2020 01:00:56]: Gardermoen (ENGM) [engm]: Norway, Jessheim
[28.11.2020 01:00:56]: NOT FOUND: EGV_BaggageTruck01. Stopped at: BaggageTruck01
[28.11.2020 01:00:56]: NOT FOUND: EGV_Baggage_Cart01. Stopped at: Cart01
[28.11.2020 01:00:56]: NOT FOUND: EGV_Baggage_Cart02. Stopped at: Cart02
[28.11.2020 01:00:56]: NOT FOUND: EGV_Baggage_Loader_01. Stopped at: 01
[28.11.2020 01:00:56]: NOT FOUND: EGV_Boarding_Stairs. Stopped at: Stairs
[28.11.2020 01:00:56]: NOT FOUND: EGV_CarFacility01. Stopped at: CarFacility01
[28.11.2020 01:00:56]: NOT FOUND: EGV_CarUtility01. Stopped at: CarUtility01
[28.11.2020 01:00:56]: NOT FOUND: EGV_Catering_Truck_01. Stopped at: 01
[28.11.2020 01:00:56]: NOT FOUND: EGV_Firetruck01. Stopped at: Firetruck01
[28.11.2020 01:00:56]: NOT FOUND: EGV_Firetruck02. Stopped at: Firetruck02
[28.11.2020 01:00:56]: NOT FOUND: EGV_FuelTruck01. Stopped at: FuelTruck01
[28.11.2020 01:00:57]: NOT FOUND: EGV_FuelTruck02. Stopped at: FuelTruck02
[28.11.2020 01:00:57]: Tura Mountain Airport (UNIT) [EGV_Ground_Power_Unit]: , 
[28.11.2020 01:00:57]: NOT FOUND: EGV_LoaderCab. Stopped at: LoaderCab
[28.11.2020 01:00:57]: NOT FOUND: EGV_Operation_Truck. Stopped at: Truck
[28.11.2020 01:00:57]: NOT FOUND: EGV_Pushback. Stopped at: Pushback
[28.11.2020 01:00:57]: NOT FOUND: EGV_Shuttle_01. Stopped at: 01
[28.11.2020 01:00:57]: NOT FOUND: EGV_TarmacWorker. Stopped at: TarmacWorker
[28.11.2020 01:00:57]: NOT FOUND: EGV_TruckFacility01. Stopped at: TruckFacility01
[28.11.2020 01:00:57]: NOT FOUND: EGV_TruckUtility01. Stopped at: TruckUtility01
[28.11.2020 01:00:57]: NOT FOUND: EGV_Tug01. Stopped at: Tug01
[28.11.2020 01:00:57]: NOT FOUND: EGV_Tug02. Stopped at: Tug02
[28.11.2020 01:00:57]: Haugesund Lufthavn (ENHD) [enhd]: Norway, Karmoy
[28.11.2020 01:00:57]: Kjaerstad (ENMS) [enms]: Norway, 
[28.11.2020 01:00:57]: Framnes (ENNK) [ENNK_Framnes]: Norway, 
[28.11.2020 01:00:57]: Namsos (ENNM) [ENNM]: , 
[28.11.2020 01:00:57]: Røsvoll (ENRA) [enra]: Norway, 
[28.11.2020 01:00:57]: Ryum (ENRM) [ENRM]: , 
[28.11.2020 01:00:57]: Vaeroy (ENVY) [ENVY_Vaeroy]: Norway, 
[28.11.2020 01:00:57]: Vaeroy Heliport (ENVR) [ENVY_Vaeroy]: Norway, 
[28.11.2020 01:00:57]: Aleksandrowice (EPBA) [epba]: , 
[28.11.2020 01:00:57]: Aeroklub Warszawski (EPBC) [epbc]: Poland, Masovian
[28.11.2020 01:00:57]: Bialystok Krywlany (EPBK) [epbk-aerial-imagery]: Poland, 
[28.11.2020 01:00:57]: Aeroklub Krakowski (EPKP) [EPKP - Aeroklub Krakowski]: Poland, 
[28.11.2020 01:00:57]: Kaniow (EPKW) [epkw]: , 
[28.11.2020 01:00:57]: Piastow (EPRP) [eprpedit2]: , 
[28.11.2020 01:00:57]: Chopin Airport (EPWA) [epwa]: Poland, 
[28.11.2020 01:00:57]: Zborowo (EPZB) [epzb]: , 
[28.11.2020 01:00:57]: Lf8355 (LF85) [eriktu-airport-lf8355-pourrieres]: France, 
[28.11.2020 01:00:57]: Aerosidonia (LEME) [ervolaor-airport-leme-aerosidonia]: , 
[28.11.2020 01:00:57]: Kantishna (5Z5) [esd-kantishna-5z5]: United States, Alaska
[28.11.2020 01:00:57]: NOT FOUND: esd-snowflake-lake. Stopped at: lake
[28.11.2020 01:00:57]: NOT FOUND: esdailesoft-three_sisters. Stopped at: sisters
[28.11.2020 01:00:57]: Davidson Strip (45AA) [esd-davidson-45aa]: United States, Alaska
[28.11.2020 01:00:57]: Herrljunga (ESGH) [esgh-airport]: Sweden, 
[28.11.2020 01:00:57]: Vårgårda (ESGO) [esgoscenery]: Sweden, 
[28.11.2020 01:00:57]: Rorkarr (ESGU) [esgu-airport]: Sweden, 
[28.11.2020 01:00:57]: Benjamin Taisacan Manglona Intl. (PGRO) [ethan835-airport-pgro]: Northern Mariana Islands, Rota
[28.11.2020 01:00:57]: Johnston Atoll (PJON) [ethan835-airport-pjon]: Usa, Minor Outlying Islands
[28.11.2020 01:00:57]: Rostock-Laage (ETNL) [etnl]: Germany, Mecklemburg-Vorpommern
[28.11.2020 01:00:57]: Erding Air Force Base (ETSE) [etse-aerials]: , 
[28.11.2020 01:00:57]: Erding Air Force Base (ETSE) [etse-airport]: , 
[28.11.2020 01:00:57]: RAF Fairford (EGVA) [fairford]: , 
[28.11.2020 01:00:57]: Kitty Hawk Aerodrome (FAKT) [fakt-kittyhawk]: South Africa, Gauteng
[28.11.2020 01:00:57]: Flugplatz Rügen (EDCG) [fantic1983ber-edcg]: Germany, 
[28.11.2020 01:00:57]: Fife Airport (EGPJ) [Fife Airfield]: , 
[28.11.2020 01:00:57]: Canada De Gomez (SACJ) [Final Approach-Aeroclub Canada de Gomez MFS2020]: Argentina, 
[28.11.2020 01:00:57]: NOT FOUND: finland-lake-fix. Stopped at: fix
[28.11.2020 01:00:57]: Ny Ålesund (ENAS) [fk-airport-enas-ny_aalesund]: Norway, 
[28.11.2020 01:00:57]: Dagali (ENDI) [fk-airport-endi-dagali]: Norway, 
[28.11.2020 01:00:57]: Gullknapp (ENGK) [fk-airport-engk-gullknapp]: Norway, 
[28.11.2020 01:00:57]: Høybuktmoen (ENKR) [fk-airport-enkr-kirkenes]: Norway, 
[28.11.2020 01:00:57]: Hovden (ENOV) [fk-airport-enov-hovden]: Norway, 
[28.11.2020 01:00:57]: Røros (ENRO) [fk-airport-enro-roros]: Norway, 
[28.11.2020 01:00:57]: Svea (ENSA) [fk-airport-ensa-svea]: Norway, 
[28.11.2020 01:00:57]: Svalbard/Longyear (ENSB) [fk-airport-ensb-svalbard]: Norway, 
[28.11.2020 01:00:57]: Stokka (ENST) [fk-airport-enst-stokka]: Norway, 
[28.11.2020 01:00:57]: Rost (ENRS) [fk-fix-enrs-trees]: , 
